Gene	sgRNA	A375_CP0082_repA|beta	A375_CP0082_repA|z	A375_CP0082_repA|p-value	A375_CP0082_repA|fdr	A375_CP0082_repA|wald-p-value	A375_CP0082_repA|wald-fdr	A375_CP0082_repB|beta	A375_CP0082_repB|z	A375_CP0082_repB|p-value	A375_CP0082_repB|fdr	A375_CP0082_repB|wald-p-value	A375_CP0082_repB|wald-fdr
WDR55	3	-3.9794	-6.199	0.0012477	0.080882	5.6807e-10	1.2749e-07	-3.0375	-4.7436	0.0040995	0.10341	2.0991e-06	0.00010066
GLUD1	3	-0.17752	-0.48116	0.95909	0.99681	0.6304	0.77437	-0.59588	-1.6148	0.55806	0.95777	0.10636	0.45217
ARHGAP4	7	-0.32697	-0.87744	0.83041	0.99065	0.38025	0.613	-0.30184	-0.81009	0.86329	0.99406	0.41789	0.63379
BCAN	3	-1.0748	-1.6433	0.23394	0.77002	0.10033	0.44018	-0.74569	-1.1424	0.43949	0.921	0.25329	0.55109
KIAA0319L	3	-0.63078	-1.0359	0.52629	0.94758	0.30023	0.57357	-0.54804	-0.90046	0.60106	0.96895	0.36788	0.60221
RASGRF1	3	0.13892	0.60126	0.43343	0.91669	0.54767	0.72023	0.2295	0.99331	0.30091	0.83484	0.32056	0.57696
MFAP3L	3	0.56017	1.4397	0.029944	0.29396	0.14995	0.51354	0.3399	0.87357	0.16661	0.68044	0.38235	0.61132
AIRIM	3	-4.4935	-6.8733	0.0009803	0.080882	6.2719e-12	4.0481e-09	-4.0593	-6.232	0.0012477	0.091362	4.6059e-10	1.0996e-07
LRRTM3	3	-0.35579	-1.2594	0.79454	0.98952	0.20789	0.54493	-0.26465	-0.93684	0.91413	0.99668	0.34884	0.58987
REDIC1	3	-0.97159	-2.4719	0.29039	0.82528	0.013441	0.12302	-0.73086	-1.8601	0.44996	0.92621	0.062876	0.34216
MAT2A	3	-3.2014	-3.9055	0.0032083	0.090123	9.4045e-05	0.0021212	-3.2844	-3.9957	0.0028964	0.092643	6.4491e-05	0.0015922
SMIM24	3	-0.44622	-1.482	0.69682	0.97862	0.13833	0.50067	-0.26631	-0.88475	0.91235	0.99668	0.37629	0.60784
WNK4	3	-0.12435	-0.99031	0.87746	0.9932	0.32202	0.58145	0.038616	0.30753	0.60761	0.97013	0.75844	0.85713
C2CD2L	3	-0.49337	-1.2956	0.64812	0.97552	0.19512	0.53862	-0.51325	-1.3478	0.63167	0.97281	0.17772	0.53192
KIAA1958	3	-0.025491	-0.068925	0.71179	0.98097	0.94505	0.97065	-0.050065	-0.13537	0.75827	0.98718	0.89232	0.93937
LOC124900275	3	0.014251	0.11111	0.64295	0.97552	0.91153	0.9523	0.00016526	0.0012884	0.67258	0.9745	0.99897	0.9996
SH3D21	3	-0.34611	-1.9136	0.80715	0.99031	0.055668	0.31612	-0.046677	-0.25813	0.7527	0.98718	0.79631	0.88032
GATA4	3	0.28539	1.1189	0.22592	0.76004	0.26318	0.55904	0.27574	1.0811	0.23692	0.76614	0.27966	0.56043
RNGTT	2	-4.9305	-4.7753	0.00075751	0.080882	1.7942e-06	8.5126e-05	-2.7553	-2.8738	0.0073968	0.13799	0.004055	0.047521
RFNG	3	-0.89409	-1.4304	0.33825	0.86234	0.15259	0.51527	-0.90179	-1.443	0.33344	0.85844	0.14902	0.51294
CROCC2	3	0.43488	1.1003	0.086579	0.51212	0.2712	0.56144	0.43025	1.0886	0.089074	0.50788	0.27634	0.559
PGAM5	3	-0.5367	-1.5085	0.60676	0.96933	0.13143	0.49093	-0.49865	-1.4016	0.6454	0.97289	0.16105	0.52183
PLEKHF1	3	0.24384	0.90459	0.27747	0.81422	0.36568	0.60431	0.16237	0.60235	0.40215	0.90668	0.54694	0.71953
ANO8	3	-0.77077	-2.0223	0.41953	0.90931	0.043146	0.27066	-0.67512	-1.7717	0.49238	0.94461	0.076442	0.3825
WDR24	3	-3.2611	-5.527	0.0029409	0.090123	3.2585e-08	3.3239e-06	-2.372	-4.0233	0.017423	0.22438	5.7388e-05	0.0014553
TMBIM7P	1	0.18167	0.84784	0.36708	0.88154	0.39653	0.62262	0.082084	0.38308	0.53231	0.95224	0.70166	0.82226
HSP90B1	3	-1.9768	-3.1614	0.035469	0.32162	0.00157	0.02183	-1.6651	-2.6704	0.065413	0.44131	0.007577	0.077321
HMGXB3	3	-0.10974	-0.40598	0.85309	0.99296	0.68476	0.80932	-0.54799	-2.0259	0.60115	0.96895	0.042773	0.27039
VRK1	3	-3.2372	-4.7034	0.0030746	0.090123	2.5589e-06	0.00011462	-4.7267	-6.8392	0.00080207	0.091362	7.9637e-12	5.1063e-09
ANKDD1B	3	-0.26755	-1.3001	0.91226	0.99594	0.19358	0.53784	0.1425	0.69262	0.43414	0.92026	0.48855	0.68015
RAB11FIP1	3	0.54653	1.4507	0.034177	0.31633	0.14686	0.51092	0.15205	0.4036	0.41837	0.91368	0.68651	0.81254
SCARA5	3	-0.036349	-0.1073	0.73091	0.9844	0.91455	0.95399	0.12113	0.35766	0.46881	0.93387	0.7206	0.83545
OR10A2	3	-0.16094	-0.78052	0.93432	0.99604	0.43509	0.64702	0.24218	1.1747	0.28219	0.81687	0.24013	0.54851
VWA2	3	-0.76027	-2.4353	0.42715	0.91211	0.01488	0.13257	-0.47181	-1.5114	0.67048	0.97444	0.13069	0.49183
OR10A4	3	-0.14015	-0.45695	0.90157	0.99489	0.6477	0.78606	-0.33064	-1.078	0.828	0.99062	0.28105	0.56091
ALG10	3	-1.0177	-2.2273	0.26428	0.80225	0.025924	0.19662	-1.0575	-2.3144	0.24561	0.77634	0.020647	0.16454
CFAP45	3	0.019503	0.099521	0.63377	0.97465	0.92072	0.95755	-0.12604	-0.64309	0.88147	0.99533	0.52017	0.70238
DPYSL2	3	-0.1981	-1.2515	0.9906	0.99897	0.21075	0.54534	-0.074337	-0.46962	0.79819	0.98858	0.63863	0.78305
PHC3	3	-0.18889	-0.89068	0.97678	0.99795	0.3731	0.60807	-0.0072222	-0.034056	0.6851	0.97656	0.97283	0.98644
DNAAF5	3	-1.1151	-2.4911	0.21598	0.75031	0.012734	0.11813	-1.0458	-2.3375	0.25203	0.78556	0.019414	0.15746
DOT1L	3	-1.1631	-2.7181	0.19401	0.72044	0.0065659	0.070605	-1.047	-2.4476	0.25158	0.78482	0.014381	0.12578
OCSTAMP	3	0.28412	1.4631	0.2269	0.76057	0.14344	0.50639	0.055361	0.28508	0.57651	0.9605	0.77558	0.86755
NAV1	3	-0.6932	-2.0339	0.47714	0.93045	0.041957	0.26599	-0.49746	-1.4598	0.6462	0.97289	0.14434	0.50918
RGS6	3	-0.029264	-0.15404	0.71803	0.98101	0.87758	0.93158	-0.020988	-0.11048	0.70925	0.9813	0.91203	0.95146
CIAO1	3	-3.2109	-4.257	0.0031192	0.090123	2.0716e-05	0.00061253	-3.9532	-5.1841	0.0016041	0.091362	2.1706e-07	1.5035e-05
RAB5A	3	-0.65688	-1.4508	0.50468	0.93945	0.14684	0.51092	-0.74869	-1.6533	0.43713	0.92026	0.098272	0.43654
BRI3	3	-0.50832	-2.0649	0.63283	0.97454	0.038929	0.25375	-0.42234	-1.7159	0.72338	0.98355	0.086187	0.40884
CAMKMT	3	-0.14419	-0.56471	0.90897	0.99571	0.57227	0.73522	-0.28256	-1.1065	0.89087	0.99542	0.2685	0.55609
SP140	3	0.031023	0.12779	0.6147	0.97074	0.89832	0.94422	0.26567	1.0944	0.2498	0.78277	0.27379	0.55829
ZNF512B	3	-0.27798	-1.3802	0.89756	0.99448	0.16752	0.52674	-0.19839	-0.98523	0.99345	0.99911	0.32451	0.57831
ASB6	3	-0.36897	-1.025	0.77863	0.98714	0.30538	0.57612	-0.67296	-1.8693	0.49407	0.94585	0.061579	0.3383
SPOCD1	3	-0.35216	-1.3092	0.79971	0.99031	0.19048	0.5374	-0.2785	-1.0354	0.89573	0.99542	0.30049	0.56712
PLA1A	3	0.047724	0.35395	0.58511	0.9608	0.72338	0.83457	0.21557	1.599	0.31958	0.84661	0.10982	0.45949
COPZ1	3	-2.4615	-4.0412	0.01368	0.19128	5.3188e-05	0.0013204	-2.7131	-4.4506	0.0081989	0.14568	8.5616e-06	0.00031192
RELL1	3	-0.35997	-1.5292	0.78972	0.98873	0.12622	0.48337	-0.28781	-1.2227	0.88303	0.99542	0.22146	0.54493
LMAN1L	3	-0.13299	-0.45336	0.89136	0.99448	0.65029	0.78775	-0.089314	-0.30451	0.82274	0.98934	0.76074	0.85848
ABHD14A	5	-0.0052099	-0.028362	0.67552	0.9763	0.97737	0.98913	-0.02168	-0.11802	0.71041	0.9813	0.90605	0.94795
NIPBL	3	-1.7418	-3.08	0.055699	0.40677	0.0020697	0.027226	-1.8271	-3.2302	0.048748	0.38712	0.0012369	0.017864
CCDC174	3	-0.72172	-2.062	0.45517	0.92361	0.03921	0.25509	-0.84163	-2.4045	0.37341	0.88717	0.016195	0.13754
DDN	3	-0.69315	-1.6581	0.47714	0.93045	0.09729	0.43318	-0.48538	-1.1619	0.65627	0.97311	0.24528	0.54914
KYAT1	4	0.068185	0.84867	0.55062	0.95342	0.39606	0.62236	-0.064134	-0.79826	0.78144	0.98772	0.42472	0.6384
KYAT1-SPOUT1	3	-0.01014	-0.12455	0.68448	0.97778	0.90088	0.94576	-0.086988	-1.0686	0.81953	0.98916	0.28527	0.56243
LOC883	3	-0.01014	-0.12455	0.68448	0.97778	0.90088	0.94576	-0.086988	-1.0686	0.81953	0.98916	0.28527	0.56243
RDM1	3	-0.95541	-1.86	0.30051	0.83024	0.062884	0.3377	-0.87726	-1.7085	0.35024	0.8699	0.08755	0.41312
THOC5	3	-1.8949	-2.9339	0.040415	0.34304	0.0033469	0.04091	-1.9847	-3.0711	0.036138	0.33279	0.0021326	0.028103
NPAP1	3	0.33632	1.0675	0.1699	0.69186	0.28576	0.56743	0.32747	1.0394	0.17882	0.70373	0.29863	0.56633
TBC1D2B	3	-0.061289	-0.13829	0.77288	0.98714	0.89001	0.93914	0.01289	0.029091	0.65092	0.97289	0.97679	0.98862
SUPT20HL2	3	-0.17314	-0.91482	0.95339	0.99681	0.36029	0.60171	0.17017	0.89911	0.38945	0.89937	0.36859	0.60261
PRPF6	3	-3.766	-5.0211	0.0014259	0.080882	5.1375e-07	3.0182e-05	-4.6853	-6.2089	0.00080207	0.091362	5.334e-10	1.2023e-07
METTL3	3	-1.0388	-2.2277	0.25292	0.78697	0.0259	0.19655	-0.95094	-2.0401	0.30269	0.83596	0.041341	0.26463
LOC105377015	3	0.3946	1.2476	0.1155	0.58664	0.21218	0.54597	0.35953	1.1367	0.14691	0.64307	0.25565	0.5522
GEM	3	0.035605	0.19968	0.60694	0.96933	0.84173	0.90927	0.071459	0.40075	0.55044	0.95777	0.68861	0.81391
ETFB	3	0.14378	0.56643	0.42514	0.91181	0.5711	0.73453	0.38881	1.5318	0.11982	0.58507	0.12558	0.48459
RPL32	2	-4.9888	-5.6676	0.00075751	0.080882	1.4478e-08	1.6922e-06	-3.5236	-4.005	0.0023171	0.091362	6.203e-05	0.0015399
RIMS4	3	0.068002	0.26644	0.55084	0.95342	0.7899	0.87605	0.10767	0.42192	0.48989	0.94385	0.67309	0.80451
PHF2	3	0.10418	0.63573	0.49167	0.93651	0.52495	0.70478	0.099812	0.60907	0.50272	0.94724	0.54248	0.71698
PCDHA6	3	0.11654	0.75772	0.4705	0.92985	0.44862	0.65573	-0.074698	-0.48567	0.79899	0.98864	0.6272	0.77594
HTD2	6	-2.6571	-5.4953	0.0090901	0.15281	3.8995e-08	3.7884e-06	-2.9235	-5.9978	0.0049461	0.11235	1.9996e-09	3.3574e-07
BET1L	3	-0.28909	-1.0487	0.88205	0.99329	0.29431	0.57081	0.0084282	0.030579	0.6585	0.97365	0.97561	0.98807
AWAT2	3	0.13159	0.74295	0.44582	0.92245	0.45751	0.66095	-0.029577	-0.16698	0.72324	0.98355	0.86739	0.92387
LINGO2	3	-0.12246	-0.74483	0.87416	0.99296	0.45637	0.66043	-0.14885	-0.90536	0.91841	0.99668	0.36528	0.60046
LIMD2	3	-0.47372	-1.1976	0.66754	0.97597	0.23106	0.55159	-0.50652	-1.2805	0.63787	0.97289	0.20035	0.54043
CHTF8	3	-2.5755	-3.9847	0.010828	0.17113	6.7556e-05	0.0016094	-3.1002	-4.7887	0.0038767	0.10223	1.6784e-06	8.3889e-05
RABL3	3	-0.14024	-0.74744	0.9017	0.99489	0.4548	0.6594	-0.28769	-1.5332	0.88317	0.99542	0.12522	0.48434
CERCAM	3	-1.2811	-2.2096	0.14874	0.65929	0.027132	0.20175	-1.1264	-1.9442	0.2121	0.74036	0.051868	0.30544
RIPPLY1	3	0.19196	0.77401	0.35135	0.8706	0.43892	0.64939	0.32223	1.2994	0.18376	0.70721	0.19382	0.53939
MEIKIN	3	-0.089714	-0.71789	0.81958	0.99031	0.47282	0.67138	-0.20332	-1.627	0.99973	0.99987	0.10375	0.44904
PIK3C2G	3	-0.44251	-1.6851	0.70043	0.97862	0.091967	0.41955	-0.52243	-1.9894	0.62374	0.97226	0.046656	0.28621
DES	3	0.40179	1.1148	0.10957	0.56948	0.26495	0.55922	0.48717	1.3517	0.057927	0.41539	0.17648	0.53151
CYB5B	3	-1.2663	-2.4801	0.15373	0.6659	0.013135	0.12101	-1.4712	-2.8812	0.096961	0.52833	0.0039617	0.046671
PSMB3	3	-4.0039	-5.623	0.0012477	0.080882	1.8765e-08	2.0848e-06	-6.1466	-8.3542	0	0	6.5869e-17	7.3912e-13
PCOLCE	3	-0.099299	-0.61721	0.83513	0.9918	0.53709	0.71305	0.21603	1.3429	0.31891	0.84624	0.1793	0.53236
PCOLCE-AS1	2	-0.032759	-0.16927	0.72476	0.98293	0.86558	0.92392	0.18887	0.97601	0.36013	0.88009	0.32906	0.57922
SBNO1	3	-3.7178	-4.7148	0.001515	0.08134	2.4195e-06	0.00010992	-4.9353	-6.0886	0.00066839	0.091362	1.1388e-09	2.1659e-07
RBM24	2	0.43849	1.0972	0.084083	0.50603	0.27254	0.56203	0.35698	0.89328	0.14963	0.64939	0.37171	0.60462
FLNC	3	-0.034728	-0.15788	0.72823	0.98323	0.87455	0.92977	0.17527	0.79684	0.38156	0.89365	0.42555	0.63914
OPLAH	3	-0.23439	-0.7779	0.95736	0.99681	0.43663	0.64783	-0.42086	-1.3966	0.72516	0.98386	0.16252	0.523
SPDYE4	3	-0.52159	-1.5406	0.62004	0.97091	0.12341	0.47972	-0.55344	-1.6347	0.59554	0.96645	0.10212	0.44593
ANKFY1	3	-0.21153	-0.84243	0.99038	0.99897	0.39955	0.62464	-0.47904	-1.9077	0.66278	0.97444	0.056433	0.32111
MYH6	3	-0.14658	-0.6956	0.91271	0.99594	0.48668	0.68064	-0.082288	-0.39052	0.8116	0.98895	0.69615	0.81894
SMARCD3	3	-0.057563	-0.63322	0.76638	0.98629	0.52659	0.70571	0.030708	0.33783	0.62178	0.97226	0.73549	0.8442
TTPAL	3	-0.19955	-0.71368	0.99274	0.99915	0.47542	0.67366	-0.25882	-0.92564	0.92224	0.99668	0.35463	0.59367
NANOGP5	1	-1.9409	-1.6247	0.03792	0.33177	0.10422	0.44821	-1.9264	-1.6126	0.040371	0.34981	0.10683	0.45313
SPI1	3	0.013951	0.070804	0.64339	0.97552	0.94355	0.96983	-0.26354	-1.3374	0.91609	0.99668	0.18108	0.53351
PDPR	3	-0.44967	-1.1542	0.6925	0.97862	0.24841	0.55363	-0.61804	-1.5854	0.54077	0.95581	0.11288	0.46449
ANOS1	3	0.25322	1.0254	0.26535	0.80285	0.30516	0.57602	0.32744	1.326	0.17891	0.70373	0.18484	0.53528
ANKLE1	3	-0.29504	-1.5332	0.87229	0.99296	0.12524	0.48163	-0.29457	-1.5307	0.87229	0.99406	0.12584	0.48491
GZMA	3	-0.10186	-0.33096	0.83963	0.99268	0.74067	0.84583	-0.18556	-0.60291	0.9734	0.99823	0.54657	0.71925
EPRS1	3	-2.1236	-2.9911	0.027092	0.2775	0.0027799	0.034931	-2.2458	-3.1584	0.022324	0.26067	0.0015866	0.022061
SKIC3	3	-1.2307	-2.0385	0.16674	0.68686	0.041498	0.26371	-1.2785	-2.1174	0.15159	0.6536	0.034226	0.23359
UNC119	3	0.055947	0.31223	0.57103	0.95825	0.75487	0.85443	0.22709	1.2674	0.30407	0.83679	0.20503	0.54188
NDUFC2-KCTD14	4	-1.1312	-3.0842	0.20818	0.73928	0.0020409	0.026974	-1.1969	-3.2633	0.18185	0.70496	0.0011012	0.016206
NDUFC2	4	-1.1312	-3.0842	0.20818	0.73928	0.0020409	0.026974	-1.1969	-3.2633	0.18185	0.70496	0.0011012	0.016206
KLHL1	3	-0.025206	-0.089721	0.71121	0.98097	0.92851	0.96172	0.32542	1.1585	0.18087	0.70484	0.24666	0.54979
CDK12	3	-3.5171	-4.8395	0.0019161	0.083658	1.3015e-06	6.4619e-05	-2.564	-3.639	0.012076	0.18385	0.00027367	0.0051742
RSBN1L	3	0.68935	1.1938	0.0087782	0.15038	0.23254	0.55159	0.60818	1.0533	0.019829	0.24106	0.29222	0.56407
MCMDC2	3	-1.1078	-2.8596	0.21937	0.75414	0.0042416	0.049682	-0.71934	-1.8572	0.45753	0.92895	0.063288	0.34324
ENSG00000285772	2	0.053028	0.35345	0.57575	0.95825	0.72375	0.83479	0.011592	0.077262	0.65293	0.97289	0.93842	0.96676
CYP51A1-AS1	1	0.20687	0.86023	0.32836	0.85191	0.38966	0.6183	-0.083788	-0.34841	0.81392	0.98905	0.72753	0.83923
CSTF3	3	-3.2905	-5.2877	0.0027627	0.090123	1.2384e-07	9.6833e-06	-3.8707	-6.2111	0.0016933	0.091362	5.2608e-10	1.2023e-07
INPP4B	3	-0.33275	-1.0322	0.8235	0.99065	0.30196	0.57476	-0.38547	-1.1958	0.76441	0.98718	0.23179	0.54616
MRPS22	3	-2.5708	-4.2741	0.010962	0.17239	1.9188e-05	0.00058193	-2.226	-3.7076	0.022993	0.26448	0.00020927	0.0041451
SNRPC	3	-2.1522	-3.3828	0.026245	0.27493	0.00071757	0.011361	-3.9643	-6.1581	0.0015596	0.091362	7.3619e-10	1.5599e-07
SCN5A	3	0.20155	0.83106	0.33669	0.86069	0.40594	0.6279	0.20742	0.85533	0.33081	0.8556	0.39237	0.61698
B9D1	3	0.30055	0.77855	0.20698	0.73648	0.43625	0.64764	0.4907	1.2711	0.056457	0.41251	0.20368	0.54188
LAT2	3	-0.38401	-1.4901	0.76237	0.98553	0.13621	0.49749	-0.57514	-2.2316	0.57584	0.96032	0.025642	0.19252
FAM236D	3	-0.4555	-0.90232	0.68697	0.97837	0.36689	0.60464	-0.38542	-0.76381	0.76446	0.98718	0.44498	0.65056
FAM236B	3	-0.25444	-0.4717	0.92933	0.99604	0.63714	0.77893	-0.17089	-0.31706	0.95094	0.99734	0.7512	0.85376
FAM236A	3	-0.25444	-0.4717	0.92933	0.99604	0.63714	0.77893	-0.17089	-0.31706	0.95094	0.99734	0.7512	0.85376
FAM236C	3	-0.4555	-0.90232	0.68697	0.97837	0.36689	0.60464	-0.38542	-0.76381	0.76446	0.98718	0.44498	0.65056
LOC124901872	3	0.45071	1.3288	0.075974	0.47974	0.18391	0.5359	0.31159	0.91863	0.19397	0.7195	0.35829	0.59574
GRK6	3	-0.39088	-1.0911	0.75497	0.98491	0.27521	0.56267	-0.38794	-1.083	0.76134	0.98718	0.27883	0.5599
NDOR1	3	-2.9671	-3.8905	0.0047678	0.10676	0.00010004	0.0022317	-2.4399	-3.2561	0.015284	0.20788	0.0011297	0.01657
HTR3B	3	-0.13704	-0.86049	0.89685	0.99448	0.38952	0.6183	-0.27684	-1.7383	0.89827	0.99542	0.082164	0.40007
ALAD	3	-0.38573	-2.0256	0.76023	0.98539	0.04281	0.26919	-0.13755	-0.72237	0.89992	0.99542	0.47007	0.66856
FOXO3B	3	-0.035208	-0.15382	0.72881	0.98323	0.87775	0.93166	-0.12758	-0.55739	0.88388	0.99542	0.57726	0.74181
ZNF286B	1	0.31118	0.69662	0.19508	0.72165	0.48604	0.68012	-0.31048	-0.69505	0.85206	0.9932	0.48702	0.67938
IL25	3	-0.049582	-0.19366	0.75305	0.98491	0.84644	0.91217	0.1025	0.40039	0.49857	0.94703	0.68887	0.81409
DPP8	3	-0.56953	-1.8334	0.577	0.95825	0.066741	0.34988	-0.768	-2.4723	0.42327	0.91495	0.013425	0.11954
PIGV	3	-0.28988	-1.3129	0.88076	0.99329	0.18923	0.53677	-0.45436	-2.0577	0.6888	0.97768	0.039617	0.25733
ZNF326	3	0.41216	0.94934	0.10226	0.55168	0.34245	0.59144	0.55115	1.2695	0.034177	0.32159	0.20426	0.54188
SEPSECS	3	-2.6681	-3.8898	0.0089119	0.15158	0.00010032	0.0022335	-2.7337	-3.985	0.0079316	0.14483	6.7494e-05	0.0016536
SH3BP5	3	0.38796	1.3622	0.12062	0.59792	0.17313	0.5297	0.28805	1.0114	0.22142	0.75004	0.31184	0.57178
CTSH	3	-1.091	-1.7151	0.22703	0.76079	0.08633	0.40677	-0.91466	-1.4388	0.32586	0.85195	0.15022	0.51335
PRH1-TAS2R14	3	0.38953	0.73148	0.11911	0.594	0.46448	0.66534	0.59413	1.1157	0.022725	0.26275	0.26454	0.55544
LOC5554	2	0.066756	0.11687	0.55307	0.95374	0.90696	0.94939	0.6241	1.0927	0.017111	0.22248	0.27451	0.55832
PRH1-PRR4	2	0.066756	0.11687	0.55307	0.95374	0.90696	0.94939	0.6241	1.0927	0.017111	0.22248	0.27451	0.55832
PRH1	8	0.13671	0.88565	0.43731	0.91831	0.37581	0.61013	0.23065	1.4942	0.29944	0.83377	0.13512	0.49865
LOC100533464	2	0.066756	0.11687	0.55307	0.95374	0.90696	0.94939	0.6241	1.0927	0.017111	0.22248	0.27451	0.55832
ZACN	3	-0.097271	-0.38956	0.83201	0.99125	0.69686	0.81742	-0.16246	-0.65063	0.93757	0.99684	0.51528	0.6987
NDUFB11	3	-0.58924	-1.8997	0.56114	0.95532	0.057472	0.32108	-0.43089	-1.3897	0.71442	0.98253	0.16461	0.52488
TRAF4	3	-0.022859	-0.10985	0.70684	0.97974	0.91253	0.95279	-0.27244	-1.3092	0.90415	0.99642	0.19045	0.53741
MRAS	3	-0.49077	-2.3823	0.65043	0.97552	0.017206	0.14783	-0.2181	-1.0587	0.97901	0.99823	0.28973	0.56323
TBC1D23	3	-0.85018	-1.7333	0.36597	0.88009	0.08305	0.39859	-1.4793	-3.0124	0.095357	0.5231	0.0025923	0.033036
PITPNM2	3	-0.46206	-1.865	0.68087	0.97778	0.062176	0.33582	-0.26079	-1.0528	0.91966	0.99668	0.29242	0.5643
CCDC144A	3	-0.88713	-1.9056	0.34239	0.86541	0.056703	0.31922	-0.65796	-1.4148	0.50633	0.94761	0.15713	0.51965
ENSG00000266302	3	-0.88713	-1.9056	0.34239	0.86541	0.056703	0.31922	-0.65796	-1.4148	0.50633	0.94761	0.15713	0.51965
VWA1	3	0.033369	0.30473	0.61042	0.97018	0.76057	0.85795	-0.038903	-0.35527	0.73977	0.98716	0.72238	0.8365
LOC124900752	3	0.21134	0.83237	0.32185	0.84723	0.4052	0.62758	0.038487	0.15158	0.60774	0.97013	0.87952	0.93175
CNDP1	3	0.45782	1.1476	0.071919	0.46769	0.25114	0.55363	0.49328	1.2365	0.055387	0.4101	0.21628	0.54466
PAGE3	3	0.32208	1.3208	0.18318	0.7095	0.18658	0.53669	0.17452	0.71565	0.38241	0.8947	0.47421	0.67123
OR51F1	3	0.35559	0.92883	0.15217	0.66304	0.35298	0.59767	0.42052	1.0984	0.095491	0.52319	0.27201	0.55768
OR8H3	3	-0.70894	-1.7177	0.46493	0.92862	0.085851	0.40591	-0.43046	-1.0435	0.71513	0.98262	0.2967	0.56587
LYG2	3	-0.015641	-0.0833	0.69472	0.97862	0.93361	0.96456	0.078885	0.42013	0.53761	0.95498	0.67439	0.80553
LMX1A	3	-0.52656	-1.5985	0.61577	0.97074	0.10993	0.45875	-0.5737	-1.7416	0.577	0.9605	0.081577	0.39825
LMX1A-AS2	1	-1.364	-1.5467	0.12321	0.60371	0.12193	0.47788	-0.67703	-0.76773	0.49095	0.94398	0.44264	0.6495
ACCS	3	-0.071774	-0.30449	0.79079	0.98897	0.76076	0.85807	-0.052911	-0.22446	0.76214	0.98718	0.8224	0.89602
STOX1	3	0.23192	0.95962	0.29302	0.82637	0.33724	0.58935	0.34454	1.4256	0.16211	0.67363	0.15398	0.51768
CSRP3	3	0.50025	1.4271	0.050307	0.38537	0.15354	0.51611	0.27038	0.77134	0.24374	0.77387	0.4405	0.64785
PCDHGA6	3	-0.24497	-1.5234	0.94216	0.99604	0.12765	0.48494	-0.038431	-0.23901	0.73897	0.98703	0.8111	0.89013
SMPDL3A	3	0.43217	0.83717	0.087871	0.51484	0.4025	0.62572	0.66448	1.2872	0.011452	0.17879	0.19802	0.53965
KMT5C	3	-0.055729	-0.21261	0.76281	0.98553	0.83163	0.90347	0.052882	0.20178	0.58083	0.9605	0.84009	0.90792
TF	3	0.41954	1.3741	0.095981	0.53555	0.1694	0.52803	0.26326	0.86222	0.25381	0.78848	0.38856	0.61461
ZBTB24	3	-0.51683	-1.9409	0.62508	0.97221	0.052267	0.304	-0.36662	-1.3769	0.78473	0.98772	0.16854	0.52796
VGLL4	3	0.2838	1.27	0.22712	0.76086	0.20409	0.543	0.2443	1.0932	0.27979	0.81507	0.27429	0.55829
SRA1	3	-0.35994	-1.7188	0.78977	0.98873	0.085652	0.4057	-0.21161	-1.0107	0.98788	0.99901	0.31215	0.5719
ASB12	3	0.52428	1.2896	0.04095	0.34484	0.19718	0.53933	0.34287	0.84335	0.16393	0.67554	0.39904	0.62143
KRTAP10-6	3	-0.063274	-0.2053	0.77631	0.98714	0.83733	0.90677	-0.1008	-0.32707	0.84137	0.99193	0.74361	0.84944
ENSG00000284512	3	-1.1553	-1.6974	0.19704	0.72397	0.089614	0.41428	-1.1488	-1.6888	0.20199	0.72913	0.091264	0.42133
APTX	3	-0.0033978	-0.029331	0.67258	0.97597	0.9766	0.98869	-0.11243	-0.97053	0.86111	0.99406	0.33178	0.57984
CTNND2	3	-0.14227	-0.53996	0.90536	0.9953	0.58923	0.74574	0.14583	0.55345	0.42848	0.91883	0.57995	0.74361
NEUROD4	3	0.4126	1.2769	0.10186	0.55029	0.20163	0.54205	0.38813	1.2012	0.12053	0.58682	0.22967	0.54596
PTP4A3	3	-0.12337	-0.44206	0.87599	0.9932	0.65844	0.79262	-0.20107	-0.72044	0.99675	0.9992	0.47126	0.66917
ENSG00000267706	3	-0.17012	-0.41039	0.94871	0.99658	0.68152	0.80714	0.053526	0.12917	0.57963	0.9605	0.89723	0.94281
GARIN5B	6	-0.0042028	-0.018232	0.67378	0.97622	0.98545	0.99315	0.060905	0.26422	0.56786	0.95922	0.79161	0.87769
H6PD	3	-0.021264	-0.083587	0.70319	0.97862	0.93338	0.9645	-0.036023	-0.1416	0.73465	0.98613	0.88739	0.93651
MRPL24	3	-1.4429	-2.8423	0.10275	0.5526	0.004479	0.051867	-1.481	-2.9173	0.094867	0.52233	0.0035304	0.042459
SOX11	3	0.5644	1.308	0.029142	0.28938	0.19087	0.5374	0.46887	1.0866	0.06871	0.4526	0.2772	0.55909
MUC13	3	-0.092855	-0.37933	0.82475	0.99065	0.70444	0.82265	-0.019948	-0.081496	0.70644	0.98052	0.93505	0.96446
USPL1	3	-0.96678	-2.3395	0.2932	0.82637	0.01931	0.16044	-1.0939	-2.6469	0.22716	0.75674	0.0081243	0.081797
DOP1B	3	0.31332	1.0588	0.19236	0.71868	0.2897	0.56835	0.14092	0.47617	0.43668	0.92026	0.63395	0.78017
